id_anunt,autoritate,castigator,valoare_ron,data,motiv_excludere
CN1021280,Directia generala de asistenta sociala si protectia copilului Cluj,TZMO ROMANIA,590760,2020-05-20,autoritate non-spital
248021-2020,JUDETUL VRANCEA(CONSILIUL JUDETEAN),Gema Equipments,1144924,2020-05-21,autoritate non-spital
256553-2020,PRIMARIA MUNICIPIULUI OLTENITA,Integrisoft Solutions,2089040,2020-05-21,autoritate non-spital
CAN1034244,DIRECTIA POLITIEI LOCALE TIMISOARA,FARMEC S.A.,17900,2020-05-21,autoritate non-spital
SCN1068542,SERVICIUL DE AMBULANTA JUDETEAN PRAHOVA,MEDIST IMAGING & P.O.C. S.R.L. / NAFKA GRUP S.R.L.,114425,2020-05-21,autoritate non-spital
CAN1034287,JUDETUL TULCEA,RUXMAR OFFICE SRL,960,2020-05-22,autoritate non-spital
SCN1068655,Directia Generala de Asistenta Sociala si Protectia Copilului a judetului Satu Mare,TZMO ROMANIA / BIZMED SRL,331938,2020-05-22,autoritate non-spital
CN1021322,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",S.C. Medica M3 Comexim S.R.L. / Dental Vladmed V&M SRL / S.C. Terra Dent SRL / RAFI MEDICAL / S.C. MEDIDENT EXIM S.R.L. S.R.L.,286699,2020-05-24,autoritate non-spital
CN1021415,Societatea Nationala de Gaze Naturale Romgaz S.A.,COMTIB S.R.L. / FLYNG IMPEX S.R.L.,145118,2020-05-25,entitate privata (SRL/SA)
278870-2020,UNITATEA MILITARA 02301,Goldnutrition EEC / Institutul Național de Cercetare-Dezvoltare Medico-Militară Cantacuzino / Professional Farma Line,1445809,2020-05-26,unitate militara fara profil de spital
CAN1034499,COMPLEXUL MULTIFUNCTIONAL CARAIMAN,CODUCK BROTHERS SA,175200,2020-05-26,autoritate non-spital
CAN1034503,COMPLEXUL MULTIFUNCTIONAL CARAIMAN,TOP OFFICE INTERNATIONAL SRL,61800,2020-05-26,autoritate non-spital
CAN1034505,COMPLEXUL MULTIFUNCTIONAL CARAIMAN,HOMY'S HERE,67000,2020-05-26,autoritate non-spital
281566-2020,Jandarmeria Română – UM 0260 București,Biolab Scientific,5472900,2020-05-27,unitate militara fara profil de spital
SCN1069016,INSTITUTUL NATIONAL DE CERCETARE-DEZVOLTARE ÎN SILVICULTURA “MARIN DRACEA”,siat consulting service srl / YORK FARM S.R.L.,,2020-05-29,institut de cercetare / fara paturi de spital
CN1021548,ACADEMIA DE STIINTE MEDICALE,ANGIOSPECTRU MED S.R.L.,52940,2020-06-02,autoritate non-spital
SCN1061274,Comuna Lunca,OVAVINCI,201166,2020-06-03,autoritate non-spital
SCN1069239,DIRECTIA GENERALA DE ASISTENTA SOCIALA A MUNICIPIULUI BUCURESTI,CANORI SYSTEMS / MEDLIFE,243310,2020-06-03,autoritate non-spital
SCN1063158,DIRECTIA GENERALA DE ASISTENTA SOCIALA SI PROTECTIA COPILULUI ALBA,BIZMED SRL,85056,2020-06-04,autoritate non-spital
CN1021730,INSPECTORATUL DE POLITIE JUDETEAN DOLJ,DOLEX COM / MEDICAL TECHNOLOGIES WORLD SRL / BIZMED SRL,400800,2020-06-05,autoritate non-spital
CAN1035202,Primaria Comunei Stefanestii de Jos,VAGMA GROUP DISTRIBUTION,169100,2020-06-09,autoritate non-spital
CN1018525,SECRETARIATUL GENERAL AL GUVERNULUI,Dataware Consulting S.R.L.,53000,2020-06-09,autoritate non-spital
CN1021735,Societatea Nationala NUCLEARELECTRICA S.A.,DOLEX COM / S.C. ANN REEVES & FRANCESCA S.A. / GB INDCO S.R.L. / BIZMED SRL / FLYNG IMPEX S.R.L. / MLM MEDICAL S.R.L.,2254112,2020-06-09,entitate privata (SRL/SA)
SCN1063932,Societatea Nationala de Gaze Naturale Romgaz S.A.,MOPEKA IMPEX S.R.L.,3310,2020-06-10,entitate privata (SRL/SA)
30094-2020,Consiliul Județean Buzău,,1074677,2020-06-11,autoritate non-spital
CAN1035325,UNIVERSITATEA TEHNICA DIN CLUJ NAPOCA,SERVICII PUBLICE S.A.,65500,2020-06-11,autoritate non-spital
299173-2020,OFICIUL NATIONAL PENTRU ACHIZITII CENTRALIZATE,Drager Medical România,,2020-06-12,autoritate non-spital
299182-2020,OFICIUL NATIONAL PENTRU ACHIZITII CENTRALIZATE,Alpha Medical,,2020-06-12,autoritate non-spital
CAN1035430,Directia de Sanatate Publica Buzau,WATT DISTRIBUTOR S.R.L.,25500,2020-06-12,autoritate non-spital
CAN1035440,Directia de Sanatate Publica Buzau,DIALAB SOLUTIONS,32800,2020-06-12,autoritate non-spital
CAN1035444,Directia de Sanatate Publica Buzau,ANTISEL RO SRL,169600,2020-06-12,autoritate non-spital
291777-2020,INSTITUTUL NATIONAL DE CERCETARE - DEZVOLTARE PENTRU SECURITATE MINIERA SI PROTECTIE ANTIEXPLOZIVA - INSEMEX PETROSANI,Horace Media,1830000,2020-06-15,institut de cercetare / fara paturi de spital
SCN1069819,CENTRUL DE SANATATE MULTIFUNCTIONAL “SFÂNTUL NECTARIE”,Sof Medica / INTRAMED S.R.L. / LIAMED / BTL ROMANIA APARATURA MEDICALA S.R.L. / Unic Medical Consulting SRL,562874,2020-06-15,autoritate non-spital
SCN1069922,DIRECTIA SANITARA VETERINARA SI PENTRU SIGURANTA ALIMENTELOR BACAU,TUNIC PROD S.R.L. / Filara BioMed SRL / MEDICLIM S.R.L. / AVENA MEDICA S.R.L. / DEXTER COM S.R.L. / A.M.S. 2000 TRADING IMPEX S.R.L. / Nova Fit 2000 S.R.L. / Global Event Solutions SRL / PARTNERS MEDICAL SOLUTION S.R.L. / LABORSISTEM S.R.L.,132918,2020-06-16,autoritate non-spital
SCN1069923,Institutul National de Medicina Legala Mina Minovici,Tody Laboratories Int / Altium International SRL / PARTNERS MEDICAL SOLUTION S.R.L. / DEXTER COM S.R.L. / TUNIC PROD S.R.L. / LABORATORIUM S.R.L. / LABORSISTEM S.R.L. / S.C. MUSO S.R.L. / DIAMEDIX IMPEX / AVENA MEDICA S.R.L.,,2020-06-16,autoritate non-spital
122866-2020,JUDETUL GALATI,,804193,2020-06-17,autoritate non-spital
SCN1062065,ORASUL ODOBESTI (CONSILIUL LOCAL al ORASULUI ODOBESTI),REO MEDICAL APARATURA MEDICALA,278300,2020-06-17,autoritate non-spital
128397-2020,"UNIVERSITATEA PENTRU STIINTELE VIETII "" ION IONESCU DE LA BRAD"" DIN IASI",,3738797,2020-06-18,autoritate non-spital
CAN1035848,Judetul Bistrita-Nasaud,GV CONCEPT TRADE,45900,2020-06-18,autoritate non-spital
SCN1064629,DIRECTIA SANITARA VETERINARA SI PENTRU SIGURANTA ALIMENTELOR TELEORMAN,Noack Romania S.R.L.,94000,2020-06-18,autoritate non-spital
SCN1064645,Directia Sanitara Veterinara si pentru Siguranta Alimentelor Buzau,MEDICLIM S.R.L.,160000,2020-06-18,autoritate non-spital
SCN1067958,Municipiul Cluj-Napoca,TEKSO FRIG ROMANIA,349000,2020-06-18,autoritate non-spital
200953-2020,"UNIVERSITATEA DE MEDICINA SI FARMACIE ""VICTOR BABES"" TIMISOARA",,4041941,2020-06-22,autoritate non-spital
SCN1070285,UM 0510 BUCURESTI,DIAMEDIX IMPEX / LABORATORIUM LIFE SCIENCE SRL / CLINI-LAB S.R.L.,1845000,2020-06-22,unitate militara fara profil de spital
310198-2020,OFICIUL NATIONAL PENTRU ACHIZITII CENTRALIZATE,Diaflux GmbH,,2020-06-24,autoritate non-spital
310202-2020,OFICIUL NATIONAL PENTRU ACHIZITII CENTRALIZATE,Drager Medical România,,2020-06-24,autoritate non-spital
CAN1036157,"CNCIR - COMPANIA NATIONALA PENTRU CONTROLUL CAZANELOR, INSTALATIILOR DE RIDICAT SI RECIPIENTELOR SUB PRESIUNE S.A.",Roval Med SRL,398000,2020-06-24,entitate privata (SRL/SA)
CAN1036212,Consiliul Judetean Arad,BTL ROMANIA APARATURA MEDICALA S.R.L.,5000,2020-06-24,autoritate non-spital
CAN1036213,Consiliul Judetean Arad,BTL ROMANIA APARATURA MEDICALA S.R.L.,20000,2020-06-24,autoritate non-spital
CAN1036214,Consiliul Judetean Arad,BTL ROMANIA APARATURA MEDICALA S.R.L.,75600,2020-06-24,autoritate non-spital
CAN1036215,Consiliul Judetean Arad,BTL ROMANIA APARATURA MEDICALA S.R.L.,9400,2020-06-24,autoritate non-spital
CAN1036216,Consiliul Judetean Arad,BTL ROMANIA APARATURA MEDICALA S.R.L.,4000,2020-06-24,autoritate non-spital
CAN1036218,Consiliul Judetean Arad,BTL ROMANIA APARATURA MEDICALA S.R.L.,36500,2020-06-25,autoritate non-spital
CAN1036219,Consiliul Judetean Arad,BTL ROMANIA APARATURA MEDICALA S.R.L.,264000,2020-06-25,autoritate non-spital
CAN1036220,Consiliul Judetean Arad,BTL ROMANIA APARATURA MEDICALA S.R.L.,69600,2020-06-25,autoritate non-spital
CAN1036222,Consiliul Judetean Arad,BTL ROMANIA APARATURA MEDICALA S.R.L.,140000,2020-06-25,autoritate non-spital
CAN1036223,Consiliul Judetean Arad,BTL ROMANIA APARATURA MEDICALA S.R.L.,150000,2020-06-25,autoritate non-spital
CAN1036225,Consiliul Judetean Arad,TEHNOPLUS MEDICAL,587248,2020-06-25,autoritate non-spital
CAN1036226,Consiliul Judetean Arad,KARL STORZ ENDOSCOPIA ROMANIA,296677,2020-06-25,autoritate non-spital
CAN1036232,Consiliul Judetean Arad,BTL ROMANIA APARATURA MEDICALA S.R.L.,127200,2020-06-25,autoritate non-spital
CAN1036236,Consiliul Judetean Arad,TEHNOPLUS MEDICAL,4900,2020-06-25,autoritate non-spital
CAN1036237,Consiliul Judetean Arad,BTL ROMANIA APARATURA MEDICALA S.R.L.,110000,2020-06-25,autoritate non-spital
CAN1036239,Consiliul Judetean Arad,BTL ROMANIA APARATURA MEDICALA S.R.L.,60000,2020-06-25,autoritate non-spital
CAN1036240,Consiliul Judetean Arad,GEMA EQUIPMENTS,51250,2020-06-25,autoritate non-spital
CAN1036241,Consiliul Judetean Arad,KARL STORZ ENDOSCOPIA ROMANIA,217930,2020-06-25,autoritate non-spital
CAN1036266,Consiliul Judetean Arad,BTL ROMANIA APARATURA MEDICALA S.R.L.,162000,2020-06-25,autoritate non-spital
CAN1036268,Consiliul Judetean Arad,INFO MED EXPERT S.R.L.,17640,2020-06-25,autoritate non-spital
CAN1036269,Consiliul Judetean Arad,EYECON MEDICAL,26500,2020-06-25,autoritate non-spital
CAN1036271,Consiliul Judetean Arad,BTL ROMANIA APARATURA MEDICALA S.R.L.,4400,2020-06-25,autoritate non-spital
CN1022135,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",BTL ROMANIA APARATURA MEDICALA S.R.L. / NITECH S.R.L. / GLOBAL SOURCE M.R.K. / SEPADIN S.R.L. / Danson S.R.L.,61680,2020-06-25,autoritate non-spital
SCN1070517,Serviciul Judetean de Ambulanta Botosani,ALPHA BRIO MEDICAL S.R.L. / Limas Group S.R.L. / K-ELICOM TRADING SRL / S.C. MEDCLAS TRADING S.R.L. S.R.L. / X-Lab Solutions S.R.L. / LUAN VISION / S.C.MEDICAL GRUP S.R.L. / CRIO - 2 S.R.L. / SANROTEX TRADING SRL / ARTISANA MEDICAL S.R.L. / NAFKA GRUP S.R.L. / VALDOMEDICA TRADING / MEDIMPACT,2880792,2020-06-25,autoritate non-spital
SCN1062946,PRIMARIA MORTENI,Proton Impex 2000 S.R.L.,123434,2020-06-26,autoritate non-spital
SCN1070624,CONSILIUL JUDETEAN SUCEAVA,COGNITROM S.R.L.,52311,2020-06-26,autoritate non-spital
SCN1070673,Directia Sanitara Veterinara si pentru Siguranta Alimentelor Cluj,Noack Romania S.R.L. / MEDICLIM S.R.L.,185711,2020-06-29,autoritate non-spital
CN1022253,MINISTERUL APARARII - UNITATEA MILITARA 02464 BUCURESTI,HALMADENT SRL / AVENA MEDICA S.R.L.,,2020-06-30,unitate militara fara profil de spital
SCN1070758,"COMPANIA NATIONALA DE TRANSPORT AL ENERGIEI ELECTRICE ""TRANSELECTRICA"" S.A.",DOLEX COM / TOPALIS ENGINEERING SRL,37429,2020-06-30,entitate privata (SRL/SA)
305676-2020,Ministerul Apărării – Unitatea Militară 02464 București,,785000,2020-07-01,unitate militara fara profil de spital
385500-2020,Municipiul Orastie,BIVARIA GRUP S.R.L. / CATTUS S.R.L. / EYECON MEDICAL / LIAMED / MEDIQ INNOVATIVE TECHNOLOGIES SRL / PIXELDATA S.R.L. / RETCO S.R.L. / S.C. ELMED MEDICAL S.R.L. / SUPERMEDICAL / TEHNO ELECTRO MEDICAL COMPANY S.R.L.,6588896,2020-07-01,autoritate non-spital
SCNA1019609,SERVICIUL JUDETEAN DE AMBULANTA ARGES,DELTAMED / LUAN VISION / NOVITRADE S.R.L.,1768801,2020-07-01,autoritate non-spital
CN1018417,DIRECTIA GENERALA DE ASISTENTA SOCIALA SI PROTECTIA COPILULUI HUNEDOARA,TZMO ROMANIA,98052,2020-07-02,autoritate non-spital
SCN1070910,DIRECTIA GENERALA ASISTENTA SOCIALA CONSTANTA,AQUATOR S.R.L.,471609,2020-07-02,autoritate non-spital
SCN1070997,Municipiul Orastie,PHYSIOMED APARATURA MEDICALA / OVAVINCI,382453,2020-07-03,autoritate non-spital
CN1022440,MINISTERUL APARARII - UNITATEA MILITARA 02464 BUCURESTI,RICOMED / X-Lab Solutions S.R.L. / S.C. NERAMO DISTRIBUTION S.R.L. / MEDIMPACT / ADION PRODIMPEXTRANS S.R.L. / Dental Vladmed V&M SRL,,2020-07-04,unitate militara fara profil de spital
CAN1036889,Directia Generala de Asistenta Sociala si Protectia Copilului Sector 5,S.C. NERAMO DISTRIBUTION SRL,256600,2020-07-06,autoritate non-spital
315601-2020,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,,2143695,2020-07-07,autoritate non-spital
316266-2020,INSTITUTUL NATIONAL DE HEMATOLOGIE TRANSFUZIONALA Prof.Dr.C.T.Nicolau,,243636515,2020-07-07,institut de cercetare / fara paturi de spital
CN1022455,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,ALPHA BRIO MEDICAL S.R.L. / ROVAL MED / ALPHA MEDICAL S.R.L. / X-Lab Solutions S.R.L. / FLEXAL IMPEX S.R.L. / MEDICAL GRUP / PRION POCT / NAGUMA MEDICAL SUPPLY / NOVITRADE S.R.L. / Steril Romania S.R.L. / Natural Es-medical S.R.L / BIZMED SRL / ALPHA NED 2000 EXIM / MEDCLAS TRADING S.R.L. / Pansiprod Distributie / VALDOMEDICA TRADING / LUAN VISION / NAFKA GRUP S.R.L.,,2020-07-07,autoritate non-spital
CAN1037052,Directia Generala de Asistenta Sociala si Protectia Copilului Timis,CLASSIMED SRL,18078,2020-07-08,autoritate non-spital
SCN1071209,Directia Sanitara Veterinara si pentru Siguranta Alimentelor Buzau,ROMVAC COMPANY / MEDICLIM S.R.L. / FARMAVET / DIAMEDIX IMPEX,31376,2020-07-08,autoritate non-spital
200785-2020,Direcția Sanitară Veterinară și pentru Siguranța Alimentelor Bacău,,777515,2020-07-09,autoritate non-spital
CN1022534,Municipiul Timisoara,PAPAPOSTOLOU S.R.L / KARL STORZ ENDOSCOPIA ROMANIA,441590,2020-07-09,autoritate non-spital
SCN1071290,"Cresa Municipiului Iasi ""Sfanta Maria""",BIOMIGA PHARM / STRUNGARIU & CO RIGAMS LM SNC,142112,2020-07-09,autoritate non-spital
CAN1037187,MUNICIPIUL CONSTANTA,OPTIMA STORE SRL,1770,2020-07-10,autoritate non-spital
CN1022690,Directia de Sanatate Publica Gorj,NAGUMA MEDICAL SUPPLY / Limas Group S.R.L.,,2020-07-10,autoritate non-spital
SCN1066024,DIRECTIA GENERALA DE ASISTENTA SOCIALA SI PROTECTIA COPILULUI ARAD,TZMO ROMANIA,120634,2020-07-10,autoritate non-spital
CAN1037238,Directia de Sanatate Publica Buzau,WATT DISTRIBUTOR S.R.L.,25500,2020-07-13,autoritate non-spital
SCN1071485,"UNIVERSITATEA DE MEDICINA SI FARMACIE ""VICTOR BABES"" DIN TIMISOARA",IRIS Robotics / MEDIDENT EXIM S.R.L.,138837,2020-07-13,autoritate non-spital
339004-2020,JUDETUL GALATI,INFO MED EXPERT S.R.L. / LIAMED / MEDIST IMAGING & P.O.C. S.R.L. / OVAVINCI SRL,1077600,2020-07-14,autoritate non-spital
331836-2020,Direcția de Sănătate Publică Harghita,,1980000,2020-07-15,autoritate non-spital
CN1022740,DIRECTIA DE SANATATE PUBLICA HARGHITA,WATT DISTRIBUTOR S.R.L. / A.M.S. 2000 TRADING IMPEX S.R.L.,,2020-07-16,autoritate non-spital
CN1022868,Societatea Nationala de Gaze Naturale Romgaz S.A.,FLYNG IMPEX S.R.L. / FARMEC,24340,2020-07-16,entitate privata (SRL/SA)
CN1022898,LABORATOR DE CONTROL DOPING,DIAMEDIX IMPEX / DEXTER COM S.R.L. / MUSO / Pro Analysis Systems / REDOX RESEARCH & ANALYTIC S.R.L. / EMSAR S.R.L. / ROCHE ROMANIA,164902,2020-07-16,autoritate non-spital
SCN1071736,SPORT CLUB MUNICIPAL DEVA,BTL ROMANIA APARATURA MEDICALA S.R.L.,114100,2020-07-16,autoritate non-spital
CN1022830,Consiliul Judetean Buzau,S.C. WMC GUARD SECURITY SRL S.R.L.,325800,2020-07-18,autoritate non-spital
253209-2020,"UNIVERSITATEA DE MEDICINA SI FARMACIE ""VICTOR BABES"" TIMISOARA",,976471,2020-07-20,autoritate non-spital
SCN1071824,Institutul National de Cercetare Dezvoltare Medico Militara Cantacuzino,ANTISEL RO SRL / DEXTER COM S.R.L.,285573,2020-07-20,institut de cercetare / fara paturi de spital
CN1022974,Ministerul Apararii U.M. 02412 Bucuresti,Nastimed Serv / Dentotal Protect S.R.L.,17463,2020-07-21,unitate militara fara profil de spital
CN1022976,Ministerul Apararii U.M. 02412 Bucuresti,MEDIDENT EXIM S.R.L. / Nastimed Serv / Dentotal Protect S.R.L.,30853,2020-07-21,unitate militara fara profil de spital
CAN1037810,SERVICIUL DE AMBULANTA JUDETEAN BISTRITA-NASAUD,ALPHA BRIO MEDICAL S.R.L.,1244,2020-07-22,autoritate non-spital
CAN1037811,SERVICIUL DE AMBULANTA JUDETEAN BISTRITA-NASAUD,MEDIMPACT,250,2020-07-22,autoritate non-spital
CAN1037812,SERVICIUL DE AMBULANTA JUDETEAN BISTRITA-NASAUD,TAPARO,4000,2020-07-22,autoritate non-spital
CAN1037813,SERVICIUL DE AMBULANTA JUDETEAN BISTRITA-NASAUD,ROVAL MED,1418,2020-07-22,autoritate non-spital
CAN1037815,SERVICIUL DE AMBULANTA JUDETEAN BISTRITA-NASAUD,MEDIMPACT,160,2020-07-22,autoritate non-spital
CAN1037816,SERVICIUL DE AMBULANTA JUDETEAN BISTRITA-NASAUD,ROVAL MED,283,2020-07-22,autoritate non-spital
CAN1037817,SERVICIUL DE AMBULANTA JUDETEAN BISTRITA-NASAUD,ALPHA BRIO MEDICAL S.R.L.,1490,2020-07-22,autoritate non-spital
CAN1037819,SERVICIUL DE AMBULANTA JUDETEAN BISTRITA-NASAUD,ALPHA BRIO MEDICAL S.R.L.,20535,2020-07-22,autoritate non-spital
CAN1037820,SERVICIUL DE AMBULANTA JUDETEAN BISTRITA-NASAUD,Limas Group S.R.L.,3975,2020-07-22,autoritate non-spital
CAN1037821,SERVICIUL DE AMBULANTA JUDETEAN BISTRITA-NASAUD,Limas Group S.R.L.,15000,2020-07-22,autoritate non-spital
CAN1037822,SERVICIUL DE AMBULANTA JUDETEAN BISTRITA-NASAUD,4 BRANDS SRL,964,2020-07-22,autoritate non-spital
CAN1037823,SERVICIUL DE AMBULANTA JUDETEAN BISTRITA-NASAUD,RIVER TRADE & SERVICES SRL,120000,2020-07-22,autoritate non-spital
CAN1037824,SERVICIUL DE AMBULANTA JUDETEAN BISTRITA-NASAUD,4 BRANDS SRL,4500,2020-07-22,autoritate non-spital
SCN1071986,INSPECTORATUL GENERAL AL POLITIEI ROMANE,RICOMED / LABORSISTEM S.R.L. / S.C. EXPERT TRADE S.R.L. S.R.L. / S.C. MUSO S.R.L. / MERC INTERNATIONAL IMPEX S.R.L. / TYD ELAN S.R.L. / Pro Analysis Systems / S.C. NOVACHIM TRADING S.R.L. / S.C. ROTMAN INDUSTRIES SRL S.R.L. / S.C. EVENT JUST S.R.L. / Altium International SRL,105173,2020-07-22,autoritate non-spital
CN1023018,Municipiul Timisoara,BIVARIA GRUP S.R.L. / EYECON MEDICAL / PAPAPOSTOLOU S.R.L,563050,2020-07-23,autoritate non-spital
SCN1072140,FEDERATIA ROMANA DE KAIAC CANOE,PROFESSIONAL FARMA LINE / GOLDNUTRITION EEC / FITT-BEAUTY S.R.L. / CALIFORNIA FITNESS ROMANIA S.R.L.,723311,2020-07-23,autoritate non-spital
SCNA1040033,CAMERA DEPUTATILOR,EUROTOTAL COMP / INEDIT CLEAN TOTAL / FABI TOTAL GRUP S.R.L.,81942,2020-07-23,autoritate non-spital
CN1023120,MINISTERUL MUNCII SI JUSTITIEI SOCIALE,SC KLINTENSIV SRL / S.C. Duplex S.A.,238863,2020-07-24,autoritate non-spital
SCN1072153,Directia Sanitar Veterinara si pentru Siguranta Alimentelor Braila,ANTISEL RO SRL / NOVA GROUP INVESTMENT / MEDICLIM S.R.L. / DIAMEDIX IMPEX,62799,2020-07-24,autoritate non-spital
SCN1072166,DIRECTIA SANITARA VETERINARA SI PENTRU SIGURANTA ALIMENTELOR GORJ,NITECH S.R.L. / MERC INTERNATIONAL IMPEX S.R.L. / A.M.S. 2000 TRADING IMPEX S.R.L. / COMLIBRIS S.R.L. / Dental Vladmed V&M SRL / NOVA GROUP INVESTMENT,155713,2020-07-24,autoritate non-spital
CAN1033108,Jandarmeria Romana - U.M. 0260 Bucuresti,NERAMO DISTRIBUTION,149976,2020-07-27,unitate militara fara profil de spital
CAN1038004,ACADEMIA DE STIINTE MEDICALE,SIEMENS HEALTHCARE SRL,214309,2020-07-27,autoritate non-spital
CAN1038052,Serviciul de Ambulanta Judetean Galati,JOLIDON INTERNATIONAL,112000,2020-07-27,autoritate non-spital
353696-2020,SERVICIUL DE AMBULANTA JUDETEAN CONSTANTA,,7352680,2020-07-28,autoritate non-spital
CAN1038134,Serviciul de Ambulanta Judetean Galati,SAFETY CONCEPT SOLUTIONS,6900,2020-07-29,autoritate non-spital
CAN1038140,Ministerul Finantelor Publice,DENTSTORE,29040,2020-07-29,autoritate non-spital
SCN1072375,MINISTERUL MUNCII SI JUSTITIEI SOCIALE,KLINTENSIV / BEST ACHIZITII,165085,2020-07-29,autoritate non-spital
CAN1038295,Ministerul Finantelor Publice,ALTEX ROMANIA,217800,2020-07-30,autoritate non-spital
CN1023280,Ministerul Apararii U.M. 02412 Bucuresti,INFOMED S.R.L. / CO&CO Consumer 2002 S.R.L. / PRODCONFARM S.R.L. / RS Medical Line / BEST ACHIZITII / SH MEDICAL SRL / Superfood Company S.R.L. / MEDICAL GRUP / RUBICON EDITECH 89 S.R.L. / TZMO ROMANIA / PAUL HARTMANN / VALDOMEDICA TRADING,77286,2020-07-30,unitate militara fara profil de spital
SCN1072577,COMUNA DICULESTI,EURODIDACTICA S.R.L. / Mikes Hardware,246514,2020-07-31,autoritate non-spital
CN1023233,"UNIVERSITATEA DE MEDICINA SI FARMACIE ""VICTOR BABES"" DIN TIMISOARA",DIALAB SOLUTIONS / GENERAL ELECTRIC MEDICAL SYSTEMS ROMANIA / NEOTECH / NITECH S.R.L. / BLUEBOX MEDICAL / MST SOLUTIONS SRL / BTL ROMANIA APARATURA MEDICALA S.R.L. / HEALTHTIM SRL / MEDICAL SIMULATOR PROJECTS,444431,2020-08-01,autoritate non-spital
CAN1038372,MINISTERUL AFACERILOR INTERNE,DIVINOL LUBRICANTS S.R.L.,4500,2020-08-03,autoritate non-spital
CAN1038374,MINISTERUL AFACERILOR INTERNE,Medplaza Health,19500,2020-08-03,autoritate non-spital
SCN1072697,Municipiul Carei,SIGNAL SPECTRUM SRL-D / NAGUMA MEDICAL SUPPLY,6890,2020-08-03,autoritate non-spital
CAN1038480,MUNICIPIUL ALBA IULIA,Filara BioMed SRL,50400,2020-08-04,autoritate non-spital
CN1020080,AGENTIA NATIONALA DE IMBUNATATIRI FUNCIARE,DNS BIROTICA S.R.L.,400419,2020-08-04,autoritate non-spital
SCN1072725,"Serviciul de Ambulanță Județean Harghita, Miercurea-Ciuc",HDL Union / ALPHA BRIO MEDICAL S.R.L. / NAFKA GRUP S.R.L. / VALDOMEDICA TRADING / AVANT MARIS MEDICAL S.R.L. / Steril Romania S.R.L. / DELTAMED / PRODCONFARM S.R.L. / INFOMED FLUIDS S.R.L. / TZMO ROMANIA / MEDCLAS TRADING S.R.L. / MEDITECH CMA,,2020-08-04,autoritate non-spital
CAN1038558,Directia de Sanatate Publica Buzau,DIALAB SOLUTIONS,32800,2020-08-05,autoritate non-spital
CAN1038562,Directia de Sanatate Publica Buzau,DIALAB SOLUTIONS,306685,2020-08-05,autoritate non-spital
CAN1038568,Directia de Sanatate Publica Buzau,Filara BioMed SRL,22000,2020-08-05,autoritate non-spital
CAN1038573,Directia de Sanatate Publica Buzau,Filara BioMed SRL,226800,2020-08-05,autoritate non-spital
CAN1038575,Directia de Sanatate Publica Buzau,Filara BioMed SRL,2806,2020-08-05,autoritate non-spital
